"Fahrzeug";"Beleg";"Zeitpunkt";"Buchungsart";"Zahlungsmittel";"Belegtext";"Gesamt";"10%";"20%";"Fahrtkosten";"Trinkgeld";"Umsatz";"Durchläufer";"Taxameterumsatz";"Status";"Bemerkung"
"4517 ";" 0703";"22.05.2025 21:15";"PaymentService-Zahlung";"APP-PAYMENT 4010V1884233";"Personenfahrt";"20,70";"1,64";;"16,36";"2,70";"20,70";;;"SIGNIERT Exportiert ";""
"4517 ";" 0704";"22.05.2025 22:24";"PaymentService-Zahlung";"APP-PAYMENT 4010V1884257";"Personenfahrt";"10,70";"0,97";;"9,73";;"10,70";;;"SIGNIERT Exportiert ";""
"4517 ";" 0705";"23.05.2025 09:31";"Barbeleg";"  ";"Personenfahrt";"17,70";"1,61";;"16,09";;"17,70";;;"SIGNIERT Gespeichert ";""
"4517 ";" 0706";"23.05.2025 12:12";"Barbeleg";"  ";"Personenfahrt";"16,40";"1,49";;"14,91";;"16,40";;;"SIGNIERT Gespeichert ";""
"4517 ";" 0707";"23.05.2025 21:19";"PaymentService-Zahlung";"APP-PAYMENT 4010V1885817";"Personenfahrt";"7,30";"0,66";;"6,64";;"7,30";;;"SIGNIERT Exportiert ";""
"4517 ";" 0708";"24.05.2025 05:35";"Pinpad-Zahlung";"Pinpad MasterCard 526663";"Personenfahrt";"30,00";"2,52";;"25,18";"2,30";"30,00";;;"SIGNIERT Exportiert ";""
"4517 ";" 0709";"24.05.2025 06:36";"Pinpad-Zahlung";"Pinpad VISA 043805";"Personenfahrt";"35,00";"3,05";;"30,55";"1,40";"35,00";;;"SIGNIERT Exportiert ";""
"4517 ";" 0710";"24.05.2025 08:01";"Barbeleg";"  ";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Gespeichert ";""
"4517 ";" 0711";"24.05.2025 13:05";"Barbeleg";"  ";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Gespeichert ";""
"4517 ";" 0712";"24.05.2025 13:54";"Barbeleg";"  ";"Personenfahrt";"18,00";"1,64";;"16,36";;"18,00";;;"SIGNIERT Gespeichert ";""
"4517 ";" 0713";"24.05.2025 14:16";"Barbeleg";"  ";"Personenfahrt";"11,40";"1,04";;"10,36";;"11,40";;;"SIGNIERT Gespeichert ";""
"4517 ";" 0714";"24.05.2025 14:52";"PaymentService-Zahlung";"APP-PAYMENT 4010V1886763";"Personenfahrt";"29,26";"2,42";;"24,18";"2,66";"29,26";;;"SIGNIERT Exportiert ";""
"4517 ";" 0715";"25.05.2025 06:41";"Barbeleg";"  ";"Personenfahrt";"12,70";"1,15";;"11,55";;"12,70";;;"SIGNIERT Gespeichert ";""
"4517 ";" 0716";"25.05.2025 08:45";"Barbeleg";"  ";"Personenfahrt";"19,70";"1,79";;"17,91";;"19,70";;;"SIGNIERT Gespeichert ";""
"4517 ";" 0717";"25.05.2025 10:15";"Barbeleg";"  ";"Personenfahrt";"30,10";"2,74";;"27,36";;"30,10";;;"SIGNIERT Gespeichert ";""
"4517 ";" 0718";"25.05.2025 11:18";"Barbeleg";"  ";"Personenfahrt";"10,80";"0,98";;"9,82";;"10,80";;;"SIGNIERT Gespeichert ";""
"4517 ";" 0719";"25.05.2025 14:14";"Barbeleg";"  ";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Gespeichert ";""
"4517 ";" 0720";"25.05.2025 16:44";"Barbeleg";"  ";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Gespeichert ";""
"4517 ";" 0721";"25.05.2025 17:33";"Barbeleg";"  ";"Personenfahrt";"12,50";"1,14";;"11,36";;"12,50";;;"SIGNIERT Gespeichert ";""
"4517 ";" 0722";"25.05.2025 18:15";"Barbeleg";"  ";"Personenfahrt";"26,70";"2,43";;"24,27";;"26,70";;;"SIGNIERT Gespeichert ";""
"4517 ";" 0723";"25.05.2025 18:42";"Barbeleg";"  ";"Personenfahrt";"52,70";"4,79";;"47,91";;"52,70";;;"SIGNIERT Gespeichert ";""
"4517 ";" 0724";"25.05.2025 18:45";"Pinpad-Zahlung";"Pinpad MasterCard 812241";"Personenfahrt";"52,70";"4,79";;"47,91";;"52,70";;;"SIGNIERT Exportiert ";""
"4517 ";" 0725";"25.05.2025 19:07";"Barbeleg";"  ";"Personenfahrt";"14,70";"1,34";;"13,36";;"14,70";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0780";"20.05.2025 13:38";"Barbeleg";"  ";"Personenfahrt";"10,80";"0,98";;"9,82";;"10,80";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0781";"20.05.2025 14:27";"Barbeleg";"  ";"Personenfahrt";"7,80";"0,71";;"7,09";;"7,80";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0782";"20.05.2025 15:37";"Barbeleg";"  ";"Personenfahrt";"15,40";"1,40";;"14,00";;"15,40";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0783";"20.05.2025 17:02";"Pinpad-Zahlung";"Pinpad VISA 001344";"Personenfahrt";"46,00";"3,82";;"38,18";"4,00";"46,00";;;"SIGNIERT Exportiert ";""
"432ATX ";" 0784";"20.05.2025 18:24";"Barbeleg";"  ";"Personenfahrt";"12,60";"1,15";;"11,45";;"12,60";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0785";"20.05.2025 19:06";"Barbeleg";"  ";"Personenfahrt";"16,40";"1,49";;"14,91";;"16,40";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0786";"20.05.2025 19:43";"Pinpad-Zahlung";"Pinpad VISA 71804D";"Personenfahrt";"26,40";"2,40";;"24,00";;"26,40";;;"SIGNIERT Exportiert ";""
"432ATX ";" 0787";"21.05.2025 10:57";"Pinpad-Zahlung";"Pinpad MasterCard 353998";"Personenfahrt";"28,00";"2,35";;"23,45";"2,20";"28,00";;;"SIGNIERT Exportiert ";""
"432ATX ";" 0788";"21.05.2025 11:20";"PaymentService-Zahlung";"APP-PAYMENT 4010P1881609";"Personenfahrt";"19,00";"1,73";;"17,27";;"19,00";;;"SIGNIERT Exportiert ";""
"432ATX ";" 0789";"21.05.2025 12:13";"PaymentService-Zahlung";"APP-PAYMENT 4010P1881690";"Personenfahrt";"19,35";"1,60";;"16,00";"1,75";"19,35";;;"SIGNIERT Exportiert ";""
"432ATX ";" 0790";"21.05.2025 13:03";"Barbeleg";"  ";"Personenfahrt";"16,40";"1,49";;"14,91";;"16,40";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0791";"21.05.2025 14:31";"Barbeleg";"  ";"Personenfahrt";"15,80";"1,44";;"14,36";;"15,80";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0792";"21.05.2025 14:44";"Pinpad-Zahlung";"Pinpad MasterCard 073446";"Personenfahrt";"17,00";"1,35";;"13,45";"2,20";"17,00";;;"SIGNIERT Exportiert ";""
"432ATX ";" 0793";"21.05.2025 15:23";"Barbeleg";"  ";"Personenfahrt";"26,60";"2,42";;"24,18";;"26,60";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0794";"21.05.2025 16:11";"Barbeleg";"  ";"Personenfahrt";"19,60";"1,78";;"17,82";;"19,60";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0795";"21.05.2025 17:01";"Pinpad-Zahlung";"Pinpad MasterCard WK273J";"Personenfahrt";"33,00";"3,00";;"30,00";;"33,00";;;"SIGNIERT Exportiert ";""
"432ATX ";" 0796";"21.05.2025 18:22";"Barbeleg";"  ";"Personenfahrt";"27,00";"2,45";;"24,55";;"27,00";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0797";"21.05.2025 20:44";"Barbeleg";"  ";"Personenfahrt";"15,40";"1,40";;"14,00";;"15,40";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0798";"22.05.2025 10:56";"Barbeleg";"  ";"Personenfahrt";"17,80";"1,62";;"16,18";;"17,80";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0799";"22.05.2025 12:20";"Barbeleg";"  ";"Personenfahrt";"12,60";"1,15";;"11,45";;"12,60";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0800";"22.05.2025 16:40";"Barbeleg";"  ";"Personenfahrt";"13,00";"1,18";;"11,82";;"13,00";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0801";"22.05.2025 18:05";"Pinpad-Zahlung";"Pinpad VISA 399533";"Personenfahrt";"29,20";"2,65";;"26,55";;"29,20";;;"SIGNIERT Exportiert ";""
"432ATX ";" 0802";"22.05.2025 18:38";"Barbeleg";"  ";"Personenfahrt";"23,00";"2,09";;"20,91";;"23,00";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0803";"22.05.2025 19:02";"Barbeleg";"  ";"Personenfahrt";"12,00";"1,09";;"10,91";;"12,00";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0804";"22.05.2025 20:13";"Barbeleg";"  ";"Personenfahrt";"13,20";"1,20";;"12,00";;"13,20";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0805";"23.05.2025 10:15";"Barbeleg";"  ";"Personenfahrt";"21,60";"1,96";;"19,64";;"21,60";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0806";"23.05.2025 11:36";"Barbeleg";"  ";"Personenfahrt";"14,60";"1,33";;"13,27";;"14,60";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0807";"23.05.2025 13:05";"Pinpad-Zahlung";"Pinpad MasterCard 316414";"Personenfahrt";"25,00";"2,04";;"20,36";"2,60";"25,00";;;"SIGNIERT Exportiert ";""
"432ATX ";" 0808";"23.05.2025 13:42";"Barbeleg";"  ";"Personenfahrt";"27,40";"2,49";;"24,91";;"27,40";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0809";"23.05.2025 15:52";"Barbeleg";"  ";"Personenfahrt";"12,80";"1,16";;"11,64";;"12,80";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0810";"23.05.2025 16:10";"Barbeleg";"  ";"Personenfahrt";"9,60";"0,87";;"8,73";;"9,60";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0811";"23.05.2025 17:56";"Barbeleg";"  ";"Personenfahrt";"20,20";"1,84";;"18,36";;"20,20";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0812";"23.05.2025 20:07";"Barbeleg";"  ";"Personenfahrt";"14,00";"1,27";;"12,73";;"14,00";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0813";"24.05.2025 11:36";"Barbeleg";"  ";"Personenfahrt";"13,60";"1,24";;"12,36";;"13,60";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0814";"24.05.2025 12:05";"Barbeleg";"  ";"Personenfahrt";"16,60";"1,51";;"15,09";;"16,60";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0815";"24.05.2025 13:32";"Barbeleg";"  ";"Personenfahrt";"12,40";"1,13";;"11,27";;"12,40";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0816";"24.05.2025 15:04";"Barbeleg";"  ";"Personenfahrt";"14,20";"1,29";;"12,91";;"14,20";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0817";"24.05.2025 16:09";"Barbeleg";"  ";"Personenfahrt";"12,40";"1,13";;"11,27";;"12,40";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0818";"24.05.2025 16:54";"Barbeleg";"  ";"Personenfahrt";"14,60";"1,33";;"13,27";;"14,60";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0819";"24.05.2025 21:35";"Barbeleg";"  ";"Personenfahrt";"24,60";"2,24";;"22,36";;"24,60";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0820";"25.05.2025 12:20";"Barbeleg";"  ";"Personenfahrt";"10,70";"0,97";;"9,73";;"10,70";;;"SIGNIERT Gespeichert ";""
"432ATX ";" 0821";"25.05.2025 13:28";"Pinpad-Zahlung";"Pinpad VISA 416108";"Personenfahrt";"50,00";"3,82";;"38,18";"8,00";"50,00";;;"SIGNIERT Exportiert ";""
"432ATX ";" 0822";"25.05.2025 18:29";"Barbeleg";"  ";"Personenfahrt";"20,70";"1,88";;"18,82";;"20,70";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0061";"20.05.2025 11:13";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,76";;"7,64";"1,60";"10,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0062";"20.05.2025 11:53";"Barbeleg";"  ";"Personenfahrt";"30,80";"2,80";;"28,00";;"30,80";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0063";"20.05.2025 12:14";"Barbeleg";"  ";"Personenfahrt";"11,40";"1,04";;"10,36";;"11,40";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0064";"20.05.2025 12:47";"Barbeleg";"  ";"Personenfahrt";"16,00";"1,45";;"14,45";"0,10";"16,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0065";"20.05.2025 13:18";"Barbeleg";"  ";"Personenfahrt";"13,00";"1,18";;"11,82";;"13,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0066";"20.05.2025 13:57";"Barbeleg";"  ";"Personenfahrt";"8,00";"0,71";;"7,09";"0,20";"8,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0067";"20.05.2025 15:06";"Barbeleg";"  ";"Personenfahrt";"14,00";"1,25";;"12,55";"0,20";"14,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0068";"20.05.2025 17:33";"Pinpad-Zahlung";"Pinpad Maestro 805748";"Personenfahrt";"30,00";"2,51";;"25,09";"2,40";"30,00";;;"SIGNIERT Exportiert ";""
"135CTX ";" 0069";"20.05.2025 19:07";"Barbeleg";"  ";"Personenfahrt";"32,00";"2,73";;"27,27";"2,00";"32,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0070";"21.05.2025 10:43";"Barbeleg";"  ";"Personenfahrt";"15,00";"1,36";;"13,64";;"15,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0071";"21.05.2025 11:08";"Barbeleg";"  ";"Personenfahrt";"12,00";"1,04";;"10,36";"0,60";"12,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0072";"21.05.2025 11:20";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,91";;"9,09";;"10,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0073";"21.05.2025 11:49";"Barbeleg";"  ";"Personenfahrt";"26,00";"2,22";;"22,18";"1,60";"26,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0074";"21.05.2025 12:53";"Barbeleg";"  ";"Personenfahrt";"20,00";"1,82";;"18,18";;"20,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0075";"21.05.2025 14:31";"Barbeleg";"  ";"Botenfahrt";"46,20";;"7,70";"38,50";;"46,20";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0076";"21.05.2025 17:55";"Pinpad-Zahlung";"Pinpad MasterCard 112246";"Personenfahrt";"35,20";"3,20";;"32,00";;"35,20";;;"SIGNIERT Exportiert ";""
"135CTX ";" 0077";"21.05.2025 19:44";"Barbeleg";"  ";"Personenfahrt";"32,00";"2,85";;"28,55";"0,60";"32,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0078";"22.05.2025 10:55";"Barbeleg";"  ";"Personenfahrt";"25,00";"2,24";;"22,36";"0,40";"25,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0079";"22.05.2025 11:13";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,91";;"9,09";;"10,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0080";"22.05.2025 14:34";"Barbeleg";"  ";"Personenfahrt";"12,00";"1,09";;"10,91";;"12,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0081";"22.05.2025 16:08";"Pinpad-Zahlung";"Pinpad MasterCard 05273Z";"Personenfahrt";"30,00";"2,73";;"27,27";;"30,00";;;"SIGNIERT Exportiert ";""
"135CTX ";" 0082";"22.05.2025 16:57";"Pinpad-Zahlung";"Pinpad VISA 02232D";"Personenfahrt";"13,60";"1,24";;"12,36";;"13,60";;;"SIGNIERT Exportiert ";""
"135CTX ";" 0083";"22.05.2025 17:52";"Barbeleg";"  ";"Personenfahrt";"36,00";"3,15";;"31,45";"1,40";"36,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0084";"22.05.2025 19:18";"Pinpad-Zahlung";"Pinpad MasterCard 700235";"Personenfahrt";"21,80";"1,98";;"19,82";;"21,80";;;"SIGNIERT Exportiert ";""
"135CTX ";" 0085";"23.05.2025 10:29";"Barbeleg";"  ";"Personenfahrt";"13,00";"1,13";;"11,27";"0,60";"13,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0086";"23.05.2025 12:24";"Barbeleg";"  ";"Personenfahrt";"18,60";"1,69";;"16,91";;"18,60";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0087";"23.05.2025 12:56";"Barbeleg";"  ";"Personenfahrt";"18,00";"1,64";;"16,36";;"18,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0088";"23.05.2025 16:45";"Pinpad-Zahlung";"Pinpad MasterCard 651094";"Personenfahrt";"11,20";"1,02";;"10,18";;"11,20";;;"SIGNIERT Exportiert ";""
"135CTX ";" 0089";"23.05.2025 18:06";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,83";;"8,27";"0,90";"10,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0090";"23.05.2025 18:40";"Barbeleg";"  ";"Personenfahrt";"39,00";"3,55";;"35,45";;"39,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0091";"23.05.2025 19:49";"Pinpad-Zahlung";"Pinpad MasterCard 935944";"Personenfahrt";"30,00";"2,45";;"24,55";"3,00";"30,00";;;"SIGNIERT Exportiert ";""
"135CTX ";" 0092";"24.05.2025 11:45";"Barbeleg";"  ";"Personenfahrt";"25,00";"2,27";;"22,73";;"25,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0093";"24.05.2025 12:12";"Pinpad-Zahlung";"Pinpad MasterCard 122620";"Personenfahrt";"15,40";"1,40";;"14,00";;"15,40";;;"SIGNIERT Exportiert ";""
"135CTX ";" 0094";"24.05.2025 13:27";"Barbeleg";"  ";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0095";"24.05.2025 16:42";"Pinpad-Zahlung";"Pinpad MasterCard 384100";"Personenfahrt";"50,00";"3,82";;"38,18";"8,00";"50,00";;;"SIGNIERT Exportiert ";""
"135CTX ";" 0096";"24.05.2025 17:25";"Pinpad-Zahlung";"Pinpad VISA 070053";"Personenfahrt";"27,00";"2,33";;"23,27";"1,40";"27,00";;;"SIGNIERT Exportiert ";""
"135CTX ";" 0097";"24.05.2025 19:57";"Barbeleg";"  ";"Personenfahrt";"22,70";"2,06";;"20,64";;"22,70";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0098";"25.05.2025 10:19";"Barbeleg";"  ";"Personenfahrt";"10,30";"0,94";;"9,36";;"10,30";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0099";"25.05.2025 10:38";"Barbeleg";"  ";"Personenfahrt";"25,00";"2,27";;"22,73";;"25,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0100";"25.05.2025 10:57";"Barbeleg";"  ";"Personenfahrt";"11,10";"1,01";;"10,09";;"11,10";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0101";"25.05.2025 11:22";"Barbeleg";"  ";"Personenfahrt";"16,00";"1,45";;"14,45";"0,10";"16,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0102";"25.05.2025 11:47";"Barbeleg";"  ";"Personenfahrt";"23,00";"2,06";;"20,64";"0,30";"23,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0103";"25.05.2025 12:36";"Barbeleg";"  ";"Personenfahrt";"33,70";"3,06";;"30,64";;"33,70";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0104";"25.05.2025 15:03";"Barbeleg";"  ";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0105";"25.05.2025 15:51";"Barbeleg";"  ";"Personenfahrt";"26,00";"2,30";;"23,00";"0,70";"26,00";;;"SIGNIERT Gespeichert ";""
"135CTX ";" 0106";"25.05.2025 17:03";"Barbeleg";"  ";"Personenfahrt";"25,00";"2,19";;"21,91";"0,90";"25,00";;;"SIGNIERT Gespeichert ";""
;;;;;"Summe";"17549,78";"1525,18";"101,28";"15757,44";"165,88";"17549,78";;;;
