"Fahrzeug";"Beleg";"Zeitpunkt";"Buchungsart";"Zahlungsmittel";"Belegtext";"Gesamt";"10%";"20%";"Fahrtkosten";"Trinkgeld";"Umsatz";"Durchläufer";"Taxameterumsatz";"Status";"Bemerkung"
"9892 ";" 0419";"19.05.2025 10:44";"Barbeleg";"  ";"Personenfahrt";"39,00";"3,55";;"35,45";;"39,00";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0420";"19.05.2025 23:59";"Barbeleg";"  ";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0421";"20.05.2025 11:26";"Barbeleg";"  ";"Personenfahrt";"23,40";"2,13";;"21,27";;"23,40";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0422";"20.05.2025 12:19";"Barbeleg";"  ";"Botenfahrt";"21,80";;"3,63";"18,17";;"21,80";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0423";"20.05.2025 16:04";"Barbeleg";"  ";"Botenfahrt";"15,80";;"2,63";"13,17";;"15,80";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0424";"21.05.2025 12:11";"Barbeleg";"  ";"Personenfahrt";"10,40";"0,95";;"9,45";;"10,40";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0425";"21.05.2025 15:10";"Barbeleg";"  ";"Personenfahrt";"8,80";"0,80";;"8,00";;"8,80";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0426";"21.05.2025 18:49";"Barbeleg";"  ";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0427";"21.05.2025 19:49";"Barbeleg";"  ";"Personenfahrt";"18,80";"1,71";;"17,09";;"18,80";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0428";"21.05.2025 20:18";"Pinpad-Zahlung";"Pinpad Amex 405663";"Personenfahrt";"30,20";"2,75";;"27,45";;"30,20";;;"SIGNIERT Exportiert ";""
"9892 ";" 0429";"22.05.2025 08:09";"Barbeleg";"  ";"Personenfahrt";"13,80";"1,25";;"12,55";;"13,80";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0430";"22.05.2025 08:32";"Pinpad-Zahlung";"Pinpad EuroCard 493222";"Personenfahrt";"19,00";"1,73";;"17,27";;"19,00";;;"SIGNIERT Exportiert ";""
"9892 ";" 0431";"22.05.2025 09:25";"Barbeleg";"  ";"Personenfahrt";"20,20";"1,84";;"18,36";;"20,20";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0432";"22.05.2025 14:16";"Barbeleg";"  ";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0433";"23.05.2025 14:54";"Barbeleg";"  ";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0434";"23.05.2025 16:09";"Barbeleg";"  ";"Personenfahrt";"10,60";"0,96";;"9,64";;"10,60";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0435";"23.05.2025 17:17";"Barbeleg";"  ";"Personenfahrt";"22,60";"2,05";;"20,55";;"22,60";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0436";"23.05.2025 20:53";"Barbeleg";"  ";"Personenfahrt";"48,00";"4,36";;"43,64";;"48,00";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0437";"24.05.2025 00:03";"Barbeleg";"  ";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0438";"25.05.2025 16:43";"Barbeleg";"  ";"Personenfahrt";"17,60";"1,60";;"16,00";;"17,60";;;"SIGNIERT Gespeichert ";""
"9892 ";" 0439";"25.05.2025 20:12";"Pinpad-Zahlung";"Pinpad EuroCard 581097";"Personenfahrt";"50,00";"3,82";;"38,18";"8,00";"50,00";;;"SIGNIERT Exportiert ";""
"9892 ";" 0440";"25.05.2025 23:18";"Barbeleg";"  ";"Personenfahrt";"21,50";"1,95";;"19,55";;"21,50";;;"SIGNIERT Gespeichert ";""
"9828 ";" 0492";"19.05.2025 07:46";"Barbeleg";"  ";"Botenfahrt";"15,80";;"2,63";"13,17";;"15,80";;;"SIGNIERT Gespeichert ";""
"9828 ";" 0493";"19.05.2025 08:59";"Pinpad-Zahlung";"Pinpad EuroCard 062342";"Personenfahrt";"23,40";"2,13";;"21,27";;"23,40";;;"SIGNIERT Exportiert ";""
"9828 ";" 0494";"19.05.2025 12:28";"Barbeleg";"  ";"Botenfahrt";"70,00";;"11,67";"58,33";;"70,00";;;"SIGNIERT Gespeichert ";""
"9828 ";" 0495";"19.05.2025 15:19";"Barbeleg";"  ";"Botenfahrt";"27,80";;"4,63";"23,17";;"27,80";;;"SIGNIERT Gespeichert ";""
"9828 ";" 0496";"19.05.2025 18:02";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,91";;"9,09";;"10,00";;;"SIGNIERT Gespeichert ";""
"9828 ";" 0497";"20.05.2025 12:09";"Barbeleg";"  ";"Botenfahrt";"15,80";;"2,63";"13,17";;"15,80";;;"SIGNIERT Gespeichert ";""
"9828 ";" 0498";"21.05.2025 09:22";"Barbeleg";"  ";"Personenfahrt";"25,00";"2,27";;"22,73";;"25,00";;;"SIGNIERT Gespeichert ";""
"9828 ";" 0499";"21.05.2025 12:09";"Barbeleg";"  ";"Botenfahrt";"15,80";;"2,63";"13,17";;"15,80";;;"SIGNIERT Gespeichert ";""
"9828 ";" 0500";"22.05.2025 06:22";"Pinpad-Zahlung";"Pinpad Visa Pay 993281";"Personenfahrt";"24,00";"2,18";;"21,82";;"24,00";;;"SIGNIERT Exportiert ";""
"9828 ";" 0501";"22.05.2025 09:51";"Pinpad-Zahlung";"Pinpad EuroCard 060106";"Personenfahrt";"18,00";"1,64";;"16,36";;"18,00";;;"SIGNIERT Exportiert ";""
"9828 ";" 0502";"22.05.2025 12:15";"Barbeleg";"  ";"Botenfahrt";"80,00";;"13,33";"66,67";;"80,00";;;"SIGNIERT Gespeichert ";""
"9828 ";" 0503";"23.05.2025 08:35";"Pinpad-Zahlung";"Pinpad EuroCard 229586";"Personenfahrt";"22,00";"2,00";;"20,00";;"22,00";;;"SIGNIERT Exportiert ";""
"9828 ";" 0504";"23.05.2025 09:50";"Barbeleg";"  ";"Botenfahrt";"21,80";;"3,63";"18,17";;"21,80";;;"SIGNIERT Gespeichert ";""
"9828 ";" 0505";"23.05.2025 17:18";"Barbeleg";"  ";"Botenfahrt";"15,80";;"2,63";"13,17";;"15,80";;;"SIGNIERT Gespeichert ";""
"9828 ";" 0506";"24.05.2025 08:59";"Pinpad-Zahlung";"Pinpad EuroCard 779917";"Personenfahrt";"11,20";"1,02";;"10,18";;"11,20";;;"SIGNIERT Exportiert ";""
"9828 ";" 0507";"24.05.2025 10:17";"Barbeleg";"  ";"Botenfahrt";"75,00";;"12,50";"62,50";;"75,00";;;"SIGNIERT Gespeichert ";""
"9828 ";" 0508";"24.05.2025 11:16";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,91";;"9,09";;"10,00";;;"SIGNIERT Gespeichert ";""
"9828 ";" 0509";"24.05.2025 11:18";"Pinpad-Zahlung";"Pinpad EuroCard 627744";"Personenfahrt";"10,00";"0,91";;"9,09";;"10,00";;;"SIGNIERT Exportiert ";""
"9828 ";" 0510";"25.05.2025 09:17";"Pinpad-Zahlung";"Pinpad EuroCard 933665";"Personenfahrt";"27,00";"2,45";;"24,55";;"27,00";;;"SIGNIERT Exportiert ";""
"9046 ";" 0939";"19.05.2025 06:19";"Barbeleg";"  ";"Personenfahrt";"14,20";"1,29";;"12,91";;"14,20";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0940";"19.05.2025 07:56";"Barbeleg";"  ";"Personenfahrt";"25,40";"2,31";;"23,09";;"25,40";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0941";"19.05.2025 10:04";"Barbeleg";"  ";"Personenfahrt";"14,00";"1,27";;"12,73";;"14,00";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0942";"19.05.2025 11:25";"Pinpad-Zahlung";"Pinpad EuroCard 079367";"Personenfahrt";"45,00";"3,82";;"38,18";"3,00";"45,00";;;"SIGNIERT Exportiert ";""
"9046 ";" 0943";"19.05.2025 13:07";"Barbeleg";"  ";"Personenfahrt";"39,40";"3,58";;"35,82";;"39,40";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0944";"19.05.2025 15:41";"Pinpad-Zahlung";"Pinpad EuroCard 470293";"Personenfahrt";"35,00";"3,18";;"31,82";;"35,00";;;"SIGNIERT Exportiert ";""
"9046 ";" 0945";"19.05.2025 17:23";"Barbeleg";"  ";"Personenfahrt";"7,20";"0,65";;"6,55";;"7,20";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0946";"19.05.2025 18:35";"Pinpad-Zahlung";"Pinpad EuroCard 004331";"Personenfahrt";"24,00";"2,05";;"20,55";"1,40";"24,00";;;"SIGNIERT Exportiert ";""
"9046 ";" 0947";"19.05.2025 19:16";"Pinpad-Zahlung";"Pinpad EuroCard 309941";"Personenfahrt";"38,00";"3,31";;"33,09";"1,60";"38,00";;;"SIGNIERT Exportiert ";""
"9046 ";" 0948";"20.05.2025 07:50";"Barbeleg";"  ";"Personenfahrt";"14,80";"1,35";;"13,45";;"14,80";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0949";"20.05.2025 08:20";"Barbeleg";"  ";"Personenfahrt";"23,80";"2,16";;"21,64";;"23,80";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0950";"20.05.2025 09:14";"Barbeleg";"  ";"Personenfahrt";"19,00";"1,73";;"17,27";;"19,00";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0951";"20.05.2025 09:29";"Barbeleg";"  ";"Personenfahrt";"7,60";"0,69";;"6,91";;"7,60";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0952";"20.05.2025 09:54";"Barbeleg";"  ";"Personenfahrt";"10,40";"0,95";;"9,45";;"10,40";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0953";"20.05.2025 11:03";"Barbeleg";"  ";"Personenfahrt";"22,00";"2,00";;"20,00";;"22,00";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0954";"20.05.2025 13:06";"Barbeleg";"  ";"Personenfahrt";"37,00";"3,36";;"33,64";;"37,00";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0955";"20.05.2025 16:37";"Barbeleg";"  ";"Personenfahrt";"11,80";"1,07";;"10,73";;"11,80";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0956";"20.05.2025 17:21";"Barbeleg";"  ";"Personenfahrt";"26,40";"2,40";;"24,00";;"26,40";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0957";"20.05.2025 18:12";"Pinpad-Zahlung";"Pinpad EuroCard 065588";"Personenfahrt";"19,00";"1,55";;"15,45";"2,00";"19,00";;;"SIGNIERT Exportiert ";""
"9046 ";" 0958";"20.05.2025 19:23";"Pinpad-Zahlung";"Pinpad EuroCard 124140";"Personenfahrt";"18,00";"1,42";;"14,18";"2,40";"18,00";;;"SIGNIERT Exportiert ";""
"9046 ";" 0959";"21.05.2025 06:21";"Barbeleg";"  ";"Personenfahrt";"9,20";"0,84";;"8,36";;"9,20";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0960";"21.05.2025 07:06";"Barbeleg";"  ";"Personenfahrt";"12,80";"1,16";;"11,64";;"12,80";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0961";"21.05.2025 08:04";"Barbeleg";"  ";"Personenfahrt";"25,40";"2,31";;"23,09";;"25,40";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0962";"21.05.2025 08:34";"Pinpad-Zahlung";"Pinpad EuroCard 164525";"Personenfahrt";"24,00";"2,00";;"20,00";"2,00";"24,00";;;"SIGNIERT Exportiert ";""
"9046 ";" 0963";"21.05.2025 09:13";"Barbeleg";"  ";"Personenfahrt";"24,20";"2,20";;"22,00";;"24,20";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0964";"21.05.2025 10:13";"Barbeleg";"  ";"Personenfahrt";"15,60";"1,42";;"14,18";;"15,60";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0965";"21.05.2025 10:28";"Pinpad-Zahlung";"Pinpad VISA 043016";"Personenfahrt";"15,00";"0,93";;"9,27";"4,80";"15,00";;;"SIGNIERT Exportiert ";""
"9046 ";" 0966";"21.05.2025 10:58";"Barbeleg";"  ";"Personenfahrt";"20,40";"1,85";;"18,55";;"20,40";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0967";"21.05.2025 12:55";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,91";;"9,09";;"10,00";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0968";"21.05.2025 13:43";"Barbeleg";"  ";"Personenfahrt";"19,20";"1,75";;"17,45";;"19,20";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0969";"21.05.2025 14:56";"Barbeleg";"  ";"Personenfahrt";"16,40";"1,49";;"14,91";;"16,40";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0970";"21.05.2025 15:18";"Barbeleg";"  ";"Personenfahrt";"16,40";"1,49";;"14,91";;"16,40";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0971";"21.05.2025 16:07";"Pinpad-Zahlung";"Pinpad VISA 018093";"Personenfahrt";"16,40";"1,49";;"14,91";;"16,40";;;"SIGNIERT Exportiert ";""
"9046 ";" 0972";"21.05.2025 17:17";"Barbeleg";"  ";"Personenfahrt";"10,60";"0,96";;"9,64";;"10,60";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0973";"21.05.2025 18:22";"Barbeleg";"  ";"Personenfahrt";"17,60";"1,60";;"16,00";;"17,60";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0974";"21.05.2025 18:51";"Pinpad-Zahlung";"Pinpad EuroCard 451786";"Personenfahrt";"12,00";"1,09";;"10,91";;"12,00";;;"SIGNIERT Exportiert ";""
"9046 ";" 0975";"22.05.2025 07:54";"Barbeleg";"  ";"Personenfahrt";"23,00";"2,09";;"20,91";;"23,00";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0976";"22.05.2025 09:15";"Barbeleg";"  ";"Personenfahrt";"19,60";"1,78";;"17,82";;"19,60";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0977";"22.05.2025 09:54";"Barbeleg";"  ";"Personenfahrt";"22,40";"2,04";;"20,36";;"22,40";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0978";"22.05.2025 12:42";"Barbeleg";"  ";"Personenfahrt";"20,00";"1,82";;"18,18";;"20,00";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0979";"22.05.2025 13:17";"Barbeleg";"  ";"Personenfahrt";"27,80";"2,53";;"25,27";;"27,80";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0980";"22.05.2025 17:41";"Barbeleg";"  ";"Personenfahrt";"25,00";"2,27";;"22,73";;"25,00";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0981";"22.05.2025 18:18";"Pinpad-Zahlung";"Pinpad EuroCard 070952";"Personenfahrt";"16,40";"1,49";;"14,91";;"16,40";;;"SIGNIERT Exportiert ";""
"9046 ";" 0982";"22.05.2025 19:03";"Barbeleg";"  ";"Personenfahrt";"22,80";"2,07";;"20,73";;"22,80";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0983";"23.05.2025 07:17";"Barbeleg";"  ";"Personenfahrt";"17,20";"1,56";;"15,64";;"17,20";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0984";"23.05.2025 07:53";"Barbeleg";"  ";"Personenfahrt";"11,00";"1,00";;"10,00";;"11,00";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0985";"23.05.2025 08:43";"Pinpad-Zahlung";"Pinpad EuroCard 255721";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Exportiert ";""
"9046 ";" 0986";"23.05.2025 11:20";"Barbeleg";"  ";"Personenfahrt";"10,40";"0,95";;"9,45";;"10,40";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0987";"23.05.2025 16:50";"Barbeleg";"  ";"Personenfahrt";"23,40";"2,13";;"21,27";;"23,40";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0988";"23.05.2025 17:27";"Barbeleg";"  ";"Personenfahrt";"20,20";"1,84";;"18,36";;"20,20";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0989";"23.05.2025 18:46";"Barbeleg";"  ";"Personenfahrt";"19,40";"1,76";;"17,64";;"19,40";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0990";"24.05.2025 08:05";"Barbeleg";"  ";"Personenfahrt";"26,00";"2,36";;"23,64";;"26,00";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0991";"24.05.2025 08:43";"Pinpad-Zahlung";"Pinpad EuroCard 288488";"Personenfahrt";"25,00";"2,11";;"21,09";"1,80";"25,00";;;"SIGNIERT Exportiert ";""
"9046 ";" 0992";"24.05.2025 11:14";"Barbeleg";"  ";"Personenfahrt";"12,60";"1,15";;"11,45";;"12,60";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0993";"24.05.2025 11:34";"Barbeleg";"  ";"Personenfahrt";"11,20";"1,02";;"10,18";;"11,20";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0994";"24.05.2025 12:02";"Barbeleg";"  ";"Personenfahrt";"24,40";"2,22";;"22,18";;"24,40";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0995";"24.05.2025 13:18";"Barbeleg";"  ";"Personenfahrt";"12,00";"1,09";;"10,91";;"12,00";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0996";"24.05.2025 15:39";"Barbeleg";"  ";"Personenfahrt";"16,40";"1,49";;"14,91";;"16,40";;;"SIGNIERT Gespeichert ";""
"9046 ";" 0997";"24.05.2025 17:57";"Pinpad-Zahlung";"Pinpad EuroCard 408772";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Exportiert ";""
"8464 ";" 0785";"19.05.2025 07:38";"Barbeleg";"  ";"Personenfahrt";"8,60";"0,78";;"7,82";;"8,60";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0786";"19.05.2025 08:20";"Barbeleg";"  ";"Personenfahrt";"8,20";"0,75";;"7,45";;"8,20";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0787";"19.05.2025 11:21";"Barbeleg";"  ";"Personenfahrt";"23,60";"2,15";;"21,45";;"23,60";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0788";"19.05.2025 11:54";"Barbeleg";"  ";"Personenfahrt";"29,20";"2,65";;"26,55";;"29,20";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0789";"19.05.2025 12:43";"Barbeleg";"  ";"Personenfahrt";"14,80";"1,35";;"13,45";;"14,80";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0790";"19.05.2025 14:42";"Pinpad-Zahlung";"Pinpad EuroCard 641686";"Personenfahrt";"17,00";"1,55";;"15,45";;"17,00";;;"SIGNIERT Exportiert ";""
"8464 ";" 0791";"20.05.2025 16:09";"Barbeleg";"  ";"Personenfahrt";"22,80";"2,07";;"20,73";;"22,80";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0792";"21.05.2025 06:51";"Barbeleg";"  ";"Personenfahrt";"14,20";"1,29";;"12,91";;"14,20";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0793";"21.05.2025 09:05";"Barbeleg";"  ";"Personenfahrt";"16,80";"1,53";;"15,27";;"16,80";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0794";"21.05.2025 10:45";"Pinpad-Zahlung";"Pinpad Diners 009004";"Personenfahrt";"21,00";"1,91";;"19,09";;"21,00";;;"SIGNIERT Exportiert ";""
"8464 ";" 0795";"21.05.2025 12:01";"Barbeleg";"  ";"Personenfahrt";"20,00";"1,82";;"18,18";;"20,00";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0796";"21.05.2025 13:28";"Barbeleg";"  ";"Personenfahrt";"10,20";"0,93";;"9,27";;"10,20";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0797";"21.05.2025 14:44";"Barbeleg";"  ";"Personenfahrt";"17,40";"1,58";;"15,82";;"17,40";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0798";"21.05.2025 17:47";"Barbeleg";"  ";"Personenfahrt";"18,20";"1,65";;"16,55";;"18,20";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0799";"22.05.2025 05:59";"Pinpad-Zahlung";"Pinpad EuroCard 476545";"Personenfahrt";"30,30";"2,75";;"27,55";;"30,30";;;"SIGNIERT Exportiert ";""
"8464 ";" 0800";"22.05.2025 06:24";"PaymentService-Zahlung";"APP-PAYMENT 4010P1882814";"Personenfahrt";"39,00";"3,55";;"35,45";;"39,00";;;"SIGNIERT Exportiert ";""
"8464 ";" 0801";"22.05.2025 09:03";"Barbeleg";"  ";"Personenfahrt";"34,00";"3,09";;"30,91";;"34,00";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0802";"22.05.2025 09:28";"Barbeleg";"  ";"Personenfahrt";"14,60";"1,33";;"13,27";;"14,60";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0803";"22.05.2025 17:03";"Barbeleg";"  ";"Personenfahrt";"19,20";"1,75";;"17,45";;"19,20";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0804";"22.05.2025 17:45";"Barbeleg";"  ";"Personenfahrt";"21,40";"1,95";;"19,45";;"21,40";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0805";"22.05.2025 18:37";"Barbeleg";"  ";"Personenfahrt";"10,60";"0,96";;"9,64";;"10,60";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0806";"23.05.2025 06:54";"Barbeleg";"  ";"Personenfahrt";"12,60";"1,15";;"11,45";;"12,60";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0807";"23.05.2025 11:32";"Barbeleg";"  ";"Personenfahrt";"11,00";"0,84";;"8,36";"1,80";"11,00";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0808";"23.05.2025 13:45";"Barbeleg";"  ";"Personenfahrt";"10,20";"0,93";;"9,27";;"10,20";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0809";"23.05.2025 19:43";"Barbeleg";"  ";"Personenfahrt";"12,20";"1,11";;"11,09";;"12,20";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0810";"23.05.2025 21:17";"Barbeleg";"  ";"Personenfahrt";"15,40";"1,40";;"14,00";;"15,40";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0811";"23.05.2025 22:10";"Barbeleg";"  ";"Personenfahrt";"15,20";"1,38";;"13,82";;"15,20";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0812";"23.05.2025 23:48";"Pinpad-Zahlung";"Pinpad EuroCard 740950";"Personenfahrt";"36,70";"3,34";;"33,36";;"36,70";;;"SIGNIERT Exportiert ";""
"8464 ";" 0813";"24.05.2025 00:34";"Barbeleg";"  ";"Personenfahrt";"19,70";"1,79";;"17,91";;"19,70";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0814";"24.05.2025 12:13";"Barbeleg";"  ";"Personenfahrt";"9,40";"0,85";;"8,55";;"9,40";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0815";"24.05.2025 12:26";"Barbeleg";"  ";"Personenfahrt";"9,20";"0,84";;"8,36";;"9,20";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0816";"25.05.2025 13:08";"Barbeleg";"  ";"Personenfahrt";"9,50";"0,86";;"8,64";;"9,50";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0817";"25.05.2025 13:38";"Barbeleg";"  ";"Personenfahrt";"15,90";"1,45";;"14,45";;"15,90";;;"SIGNIERT Gespeichert ";""
"8464 ";" 0818";"25.05.2025 14:14";"Barbeleg";"  ";"Personenfahrt";"17,50";"1,59";;"15,91";;"17,50";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0430";"19.05.2025 07:44";"Pinpad-Zahlung";"Pinpad EuroCard 966652";"Personenfahrt";"15,60";"1,42";;"14,18";;"15,60";;;"SIGNIERT Exportiert ";""
"8036 ";" 0431";"19.05.2025 09:11";"Barbeleg";"  ";"Personenfahrt";"12,00";"1,09";;"10,91";;"12,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0432";"19.05.2025 17:19";"Barbeleg";"  ";"Personenfahrt";"20,00";"1,82";;"18,18";;"20,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0433";"20.05.2025 07:34";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,91";;"9,09";;"10,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0434";"20.05.2025 08:53";"Barbeleg";"  ";"Personenfahrt";"15,00";"1,36";;"13,64";;"15,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0435";"20.05.2025 09:36";"Barbeleg";"  ";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0436";"20.05.2025 11:44";"Pinpad-Zahlung";"Pinpad VISA 110307";"Personenfahrt";"13,00";"1,18";;"11,82";;"13,00";;;"SIGNIERT Exportiert ";""
"8036 ";" 0437";"20.05.2025 15:41";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,91";;"9,09";;"10,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0438";"20.05.2025 17:25";"Pinpad-Zahlung";"Pinpad EuroCard 579999";"Personenfahrt";"30,40";"2,76";;"27,64";;"30,40";;;"SIGNIERT Exportiert ";""
"8036 ";" 0439";"20.05.2025 18:55";"Pinpad-Zahlung";"Pinpad Amex 380958";"Personenfahrt";"26,60";"2,42";;"24,18";;"26,60";;;"SIGNIERT Exportiert ";""
"8036 ";" 0440";"21.05.2025 08:04";"Barbeleg";"  ";"Personenfahrt";"15,00";"1,36";;"13,64";;"15,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0441";"21.05.2025 09:01";"Pinpad-Zahlung";"Pinpad EuroCard 654388";"Personenfahrt";"21,00";"1,91";;"19,09";;"21,00";;;"SIGNIERT Exportiert ";""
"8036 ";" 0442";"21.05.2025 18:31";"Barbeleg";"  ";"Personenfahrt";"13,40";"1,22";;"12,18";;"13,40";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0443";"22.05.2025 07:43";"Pinpad-Zahlung";"Pinpad VISA 027879";"Personenfahrt";"42,00";"3,82";;"38,18";;"42,00";;;"SIGNIERT Exportiert ";""
"8036 ";" 0444";"22.05.2025 15:58";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,91";;"9,09";;"10,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0445";"22.05.2025 18:53";"Pinpad-Zahlung";"Pinpad EuroCard 838249";"Personenfahrt";"12,00";"1,09";;"10,91";;"12,00";;;"SIGNIERT Exportiert ";""
"8036 ";" 0446";"23.05.2025 07:17";"Barbeleg";"  ";"Personenfahrt";"8,00";"0,73";;"7,27";;"8,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0447";"23.05.2025 08:34";"Barbeleg";"  ";"Personenfahrt";"12,00";"1,09";;"10,91";;"12,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0448";"23.05.2025 10:52";"Barbeleg";"  ";"Personenfahrt";"10,00";"0,91";;"9,09";;"10,00";;;"SIGNIERT Gespeichert ";""
"8036 ";" 0449";"24.05.2025 11:18";"Barbeleg";"  ";"Personenfahrt";"9,00";"0,82";;"8,18";;"9,00";;;"SIGNIERT Gespeichert ";""
